source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
URL-54	https://www.gardengatemv.org/s/2-Newsletter-April-3-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/2-Newsletter-April-3-2026--1b2374bd.pdf		public official or official-linked Garden Gate document; PDF-004; April 3, 2026; English	public official or official-linked Garden Gate document; PDF-004; April 3, 2026; English	https://www.gardengatemv.org/s/2-Newsletter-April-3-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-55	https://www.gardengatemv.org/s/2025-Enrollment-Application-1.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/2025-Enrollment-Application-1--3cd8c8c6.pdf		public official or official-linked Garden Gate document; PDF-005; 2025; English	public official or official-linked Garden Gate document; PDF-005; 2025; English		Blank English enrollment application and visible 2025 label.	deferred	Keep the current public document from Enrollment without relabeling it.	yes	yes
URL-56	https://www.gardengatemv.org/s/Copy-of-Newsletter-August-12-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Copy-of-Newsletter-August-12-2026--c324fe11.pdf		public official or official-linked Garden Gate document; PDF-006; document date not stated; English	public official or official-linked Garden Gate document; PDF-006; document date not stated; English	https://www.gardengatemv.org/s/Copy-of-Newsletter-August-12-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-57	https://www.gardengatemv.org/s/Newsletter-April-10-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-April-10-2026--20c51349.pdf		public official or official-linked Garden Gate document; PDF-007; April 10, 2026; English	public official or official-linked Garden Gate document; PDF-007; April 10, 2026; English	https://www.gardengatemv.org/s/Newsletter-April-10-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-58	https://www.gardengatemv.org/s/Newsletter-August-12-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-August-12-2026--4addf26e.pdf		public official or official-linked Garden Gate document; PDF-008; document date not stated; English	public official or official-linked Garden Gate document; PDF-008; document date not stated; English	https://www.gardengatemv.org/s/Newsletter-August-12-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-59	https://www.gardengatemv.org/s/Newsletter-August-5-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-August-5-2026--06b22423.pdf		public official or official-linked Garden Gate document; PDF-009; document date not stated; English	public official or official-linked Garden Gate document; PDF-009; document date not stated; English	https://www.gardengatemv.org/s/Newsletter-August-5-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-60	https://www.gardengatemv.org/s/Newsletter-December-12-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-December-12-2025--7149d671.pdf		public official or official-linked Garden Gate document; PDF-010; December 12, 2025; English	public official or official-linked Garden Gate document; PDF-010; December 12, 2025; English	https://www.gardengatemv.org/s/Newsletter-December-12-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-61	https://www.gardengatemv.org/s/Newsletter-December-5-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-December-5-2025--914a895f.pdf		public official or official-linked Garden Gate document; PDF-011; December 5, 2025; English	public official or official-linked Garden Gate document; PDF-011; December 5, 2025; English	https://www.gardengatemv.org/s/Newsletter-December-5-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-62	https://www.gardengatemv.org/s/Newsletter-February-13-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-February-13-2026--bbccbaea.pdf		public official or official-linked Garden Gate document; PDF-012; February 13, 2026; English	public official or official-linked Garden Gate document; PDF-012; February 13, 2026; English	https://www.gardengatemv.org/s/Newsletter-February-13-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-63	https://www.gardengatemv.org/s/Newsletter-February-6-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-February-6-2026--084e1a8d.pdf		public official or official-linked Garden Gate document; PDF-013; February 6, 2026; English	public official or official-linked Garden Gate document; PDF-013; February 6, 2026; English	https://www.gardengatemv.org/s/Newsletter-February-6-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-64	https://www.gardengatemv.org/s/Newsletter-January-16-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-January-16-2026--4ade4827.pdf		public official or official-linked Garden Gate document; PDF-014; January 16, 2026; English	public official or official-linked Garden Gate document; PDF-014; January 16, 2026; English	https://www.gardengatemv.org/s/Newsletter-January-16-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-65	https://www.gardengatemv.org/s/Newsletter-January-23-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-January-23-2026--38487e36.pdf		public official or official-linked Garden Gate document; PDF-015; January 23, 2026; English	public official or official-linked Garden Gate document; PDF-015; January 23, 2026; English	https://www.gardengatemv.org/s/Newsletter-January-23-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-66	https://www.gardengatemv.org/s/Newsletter-January-30-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-January-30-2026--66e4848b.pdf		public official or official-linked Garden Gate document; PDF-016; January 30, 2026; English	public official or official-linked Garden Gate document; PDF-016; January 30, 2026; English	https://www.gardengatemv.org/s/Newsletter-January-30-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-67	https://www.gardengatemv.org/s/Newsletter-January-9-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-January-9-2026--67d63f1f.pdf		public official or official-linked Garden Gate document; PDF-017; January 9, 2026; English	public official or official-linked Garden Gate document; PDF-017; January 9, 2026; English	https://www.gardengatemv.org/s/Newsletter-January-9-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-68	https://www.gardengatemv.org/s/Newsletter-July-15-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-July-15-2026--63bfc9ed.pdf		public official or official-linked Garden Gate document; PDF-018; document date not stated; English	public official or official-linked Garden Gate document; PDF-018; document date not stated; English	https://www.gardengatemv.org/s/Newsletter-July-15-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-69	https://www.gardengatemv.org/s/Newsletter-July-22-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-July-22-2026--0ebb475c.pdf		public official or official-linked Garden Gate document; PDF-019; document date not stated; English	public official or official-linked Garden Gate document; PDF-019; document date not stated; English	https://www.gardengatemv.org/s/Newsletter-July-22-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-70	https://www.gardengatemv.org/s/Newsletter-July-29-2026-knf9.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-July-29-2026-knf9--ef7b1f04.pdf		public official or official-linked Garden Gate document; PDF-020; document date not stated; English	public official or official-linked Garden Gate document; PDF-020; document date not stated; English	https://www.gardengatemv.org/s/Newsletter-July-29-2026-knf9.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-71	https://www.gardengatemv.org/s/Newsletter-July-8-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-July-8-2026--44be9989.pdf		public official or official-linked Garden Gate document; PDF-021; document date not stated; English	public official or official-linked Garden Gate document; PDF-021; document date not stated; English	https://www.gardengatemv.org/s/Newsletter-July-8-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-72	https://www.gardengatemv.org/s/Newsletter-June-12-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-June-12-2026--af8d5eb9.pdf		public official or official-linked Garden Gate document; PDF-022; June 12, 2026; English	public official or official-linked Garden Gate document; PDF-022; June 12, 2026; English	https://www.gardengatemv.org/s/Newsletter-June-12-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-73	https://www.gardengatemv.org/s/Newsletter-June-5-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-June-5-2026--52a5fd5f.pdf		public official or official-linked Garden Gate document; PDF-023; June 5, 2026; English	public official or official-linked Garden Gate document; PDF-023; June 5, 2026; English	https://www.gardengatemv.org/s/Newsletter-June-5-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-74	https://www.gardengatemv.org/s/Newsletter-March-13-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-March-13-2026--1d8cda11.pdf		public official or official-linked Garden Gate document; PDF-024; March 13, 2026; English	public official or official-linked Garden Gate document; PDF-024; March 13, 2026; English	https://www.gardengatemv.org/s/Newsletter-March-13-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-75	https://www.gardengatemv.org/s/Newsletter-March-20-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-March-20-2026--e1bd1dd1.pdf		public official or official-linked Garden Gate document; PDF-025; March 20, 2026; English	public official or official-linked Garden Gate document; PDF-025; March 20, 2026; English	https://www.gardengatemv.org/s/Newsletter-March-20-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-76	https://www.gardengatemv.org/s/Newsletter-March-27-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-March-27-2026--99cca02b.pdf		public official or official-linked Garden Gate document; PDF-026; March 27, 2026; English	public official or official-linked Garden Gate document; PDF-026; March 27, 2026; English	https://www.gardengatemv.org/s/Newsletter-March-27-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-77	https://www.gardengatemv.org/s/Newsletter-March-6-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-March-6-2026--3a997f8e.pdf		public official or official-linked Garden Gate document; PDF-027; March 6, 2026; English	public official or official-linked Garden Gate document; PDF-027; March 6, 2026; English	https://www.gardengatemv.org/s/Newsletter-March-6-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-78	https://www.gardengatemv.org/s/Newsletter-May-1-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-May-1-2026--df410ab2.pdf		public official or official-linked Garden Gate document; PDF-028; May 1, 2026; English	public official or official-linked Garden Gate document; PDF-028; May 1, 2026; English	https://www.gardengatemv.org/s/Newsletter-May-1-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-79	https://www.gardengatemv.org/s/Newsletter-May-15-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-May-15-2026--adc82779.pdf		public official or official-linked Garden Gate document; PDF-029; May 15, 2026; English	public official or official-linked Garden Gate document; PDF-029; May 15, 2026; English	https://www.gardengatemv.org/s/Newsletter-May-15-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-80	https://www.gardengatemv.org/s/Newsletter-May-22-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-May-22-2026--1df144e2.pdf		public official or official-linked Garden Gate document; PDF-030; May 22, 2026; English	public official or official-linked Garden Gate document; PDF-030; May 22, 2026; English	https://www.gardengatemv.org/s/Newsletter-May-22-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-81	https://www.gardengatemv.org/s/Newsletter-May-29-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-May-29-2026--50003baf.pdf		public official or official-linked Garden Gate document; PDF-031; May 29, 2026; English	public official or official-linked Garden Gate document; PDF-031; May 29, 2026; English	https://www.gardengatemv.org/s/Newsletter-May-29-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-82	https://www.gardengatemv.org/s/Newsletter-May-8-2026.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-May-8-2026--55807b9d.pdf		public official or official-linked Garden Gate document; PDF-032; May 8, 2026; English	public official or official-linked Garden Gate document; PDF-032; May 8, 2026; English	https://www.gardengatemv.org/s/Newsletter-May-8-2026.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-83	https://www.gardengatemv.org/s/Newsletter-November-14-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-November-14-2025--c4f16d91.pdf		public official or official-linked Garden Gate document; PDF-033; November 14, 2025; English	public official or official-linked Garden Gate document; PDF-033; November 14, 2025; English	https://www.gardengatemv.org/s/Newsletter-November-14-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-84	https://www.gardengatemv.org/s/Newsletter-November-21-2025-9y2b.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-November-21-2025-9y2b--65de3227.pdf		public official or official-linked Garden Gate document; PDF-034; November 21, 2025; English	public official or official-linked Garden Gate document; PDF-034; November 21, 2025; English	https://www.gardengatemv.org/s/Newsletter-November-21-2025-9y2b.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-85	https://www.gardengatemv.org/s/Newsletter-November-7-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-November-7-2025--ae7d5041.pdf		public official or official-linked Garden Gate document; PDF-035; November 7, 2025; English	public official or official-linked Garden Gate document; PDF-035; November 7, 2025; English	https://www.gardengatemv.org/s/Newsletter-November-7-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-86	https://www.gardengatemv.org/s/Newsletter-October-10-2025-yzty.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-October-10-2025-yzty--572002a9.pdf		public official or official-linked Garden Gate document; PDF-036; October 10, 2025; English	public official or official-linked Garden Gate document; PDF-036; October 10, 2025; English	https://www.gardengatemv.org/s/Newsletter-October-10-2025-yzty.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-87	https://www.gardengatemv.org/s/Newsletter-October-17-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-October-17-2025--09fe4018.pdf		public official or official-linked Garden Gate document; PDF-037; October 17, 2025; English	public official or official-linked Garden Gate document; PDF-037; October 17, 2025; English	https://www.gardengatemv.org/s/Newsletter-October-17-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-88	https://www.gardengatemv.org/s/Newsletter-October-24-2025-bf59.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-October-24-2025-bf59--e5000bac.pdf		public official or official-linked Garden Gate document; PDF-038; October 24, 2025; English	public official or official-linked Garden Gate document; PDF-038; October 24, 2025; English	https://www.gardengatemv.org/s/Newsletter-October-24-2025-bf59.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-89	https://www.gardengatemv.org/s/Newsletter-October-3-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-October-3-2025--612571a4.pdf		public official or official-linked Garden Gate document; PDF-039; October 3, 2025; English	public official or official-linked Garden Gate document; PDF-039; October 3, 2025; English	https://www.gardengatemv.org/s/Newsletter-October-3-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-90	https://www.gardengatemv.org/s/Newsletter-October-31-2025-1.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-October-31-2025-1--0487389c.pdf		public official or official-linked Garden Gate document; PDF-040; October 31, 2025; English	public official or official-linked Garden Gate document; PDF-040; October 31, 2025; English	https://www.gardengatemv.org/s/Newsletter-October-31-2025-1.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-91	https://www.gardengatemv.org/s/Newsletter-September-12-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-September-12-2025--2de0faf9.pdf		public official or official-linked Garden Gate document; PDF-041; September 12, 2025; English	public official or official-linked Garden Gate document; PDF-041; September 12, 2025; English	https://www.gardengatemv.org/s/Newsletter-September-12-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-92	https://www.gardengatemv.org/s/Newsletter-September-5-2025.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Newsletter-September-5-2025--eac84f86.pdf		public official or official-linked Garden Gate document; PDF-042; September 5, 2025; English	public official or official-linked Garden Gate document; PDF-042; September 5, 2025; English	https://www.gardengatemv.org/s/Newsletter-September-5-2025.pdf	Dated newsletter file, public title, document date where present, and relationship to the News & Resources index.	resource-file	Keep dated documents as documents under one resource hub rather than creating a separate page design for each file.	yes	yes
URL-93	https://www.gardengatemv.org/s/Translated-copy-of-Community-of-Belonging.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Translated-copy-of-Community-of-Belonging--4724dfa7.pdf		public official or official-linked Garden Gate document; PDF-043; document date not stated; Portuguese	public official or official-linked Garden Gate document; PDF-043; document date not stated; Portuguese		Translated document, Portuguese title/label, document language, and version/currentness context.	deferred	Keep each translated document discoverable from the Portuguese hub.	yes	yes
URL-94	https://www.gardengatemv.org/s/Translated-copy-of-Enrollment.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Translated-copy-of-Enrollment--0fdd4e68.pdf		public official or official-linked Garden Gate document; PDF-044; document date not stated; Portuguese	public official or official-linked Garden Gate document; PDF-044; document date not stated; Portuguese		Translated document, Portuguese title/label, document language, and version/currentness context.	deferred	Keep each translated document discoverable from the Portuguese hub.	yes	yes
URL-95	https://www.gardengatemv.org/s/Translated-copy-of-Kindergarten-QA.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Translated-copy-of-Kindergarten-QA--1bc9195b.pdf		public official or official-linked Garden Gate document; PDF-045; document date not stated; Portuguese	public official or official-linked Garden Gate document; PDF-045; document date not stated; Portuguese		Translated document, Portuguese title/label, document language, and version/currentness context.	deferred	Keep each translated document discoverable from the Portuguese hub.	yes	yes
URL-96	https://www.gardengatemv.org/s/Translated20copy20of20Our20MissionC2A028129.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Translated20copy20of20Our20MissionC2A028129--cfb9c358.pdf		public official or official-linked Garden Gate document; PDF-046; document date not stated; Portuguese	public official or official-linked Garden Gate document; PDF-046; document date not stated; Portuguese		Translated document, Portuguese title/label, document language, and version/currentness context.	deferred	Keep each translated document discoverable from the Portuguese hub.	yes	yes
URL-97	https://www.gardengatemv.org/s/Translated20copy20of20Our20Studio20Classrooms.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Translated20copy20of20Our20Studio20Classrooms--dc559c91.pdf		public official or official-linked Garden Gate document; PDF-047; document date not stated; Portuguese	public official or official-linked Garden Gate document; PDF-047; document date not stated; Portuguese		Translated document, Portuguese title/label, document language, and version/currentness context.	deferred	Keep each translated document discoverable from the Portuguese hub.	yes	yes
URL-98	https://www.gardengatemv.org/s/Translated2Bcopy2Bof2B2BOur2BStory2B.pdf	URL transition	02-collect/source-data/pdf-inventory.tsv | 02-collect/source-data/pdfs/Translated2Bcopy2Bof2B2BOur2BStory2B--f6bac4f2.pdf		public official or official-linked Garden Gate document; PDF-048; document date not stated; Portuguese	public official or official-linked Garden Gate document; PDF-048; document date not stated; Portuguese		Translated document, Portuguese title/label, document language, and version/currentness context.	deferred	Keep each translated document discoverable from the Portuguese hub.	yes	yes
URL-99	https://www.facebook.com/GardenGateCDC/	URL transition	02-collect/source-data/link-status.tsv | 02-collect/SOURCE-MAP.md		official external social profile; access-restricted shell during Stage 2	official external social profile; access-restricted shell during Stage 2	https://www.facebook.com/GardenGateCDC/	Verified organizational profile destination only.	external-destination	Retain as a footer/contextual external social destination.	yes	yes
URL-100	https://www.instagram.com/gardengatecdc/	URL transition	02-collect/source-data/link-status.tsv | 02-collect/SOURCE-MAP.md		official external social profile; restricted/lazy-loaded during Stage 2	official external social profile; restricted/lazy-loaded during Stage 2	https://www.instagram.com/gardengatecdc/	Verified organizational profile destination only.	external-destination	Retain as a footer/contextual external social destination.	yes	yes
URL-101	mailto:gardengatecdc@hotmail.com	URL transition	02-collect/source-data/link-status.tsv | 02-collect/source-data/site-text/questions--40e47008.txt | 02-collect/source-data/site-text/em-portugues--95973a54.txt		current public organizational email destination	current public organizational email destination	mailto:gardengatecdc@hotmail.com	Current public email address.	external-destination	Keep as a contact method while routing sensitive information elsewhere.	yes	yes
URL-102	tel:+17745632435	URL transition	02-collect/source-data/link-status.tsv | 02-collect/source-data/site-text/questions--40e47008.txt | 02-collect/source-data/site-text/root--34bff215.txt		current public organizational telephone destination	current public organizational telephone destination	tel:+17745632435	Current public phone number.	external-destination	Keep as a direct contact method.	yes	yes
URL-103	https://projects.propublica.org/nonprofits/organizations/43470389/202502799349301940/full	URL transition	02-collect/source-data/external/nonprofit-filings/2024-form-990-full.html | 02-collect/source-data/external/pdf-text/garden-gate-2024-form-990.txt | 02-collect/SOURCE-MAP.md		stable external public FY2024 Form 990 filing page	stable external public FY2024 Form 990 filing page	https://projects.propublica.org/nonprofits/organizations/43470389/202502799349301940/full	Dated legal, governance, and financial accountability source.	external-destination	Offer a stable external evidence destination from About or Support Us when later copy calls for it.	yes	yes
URL-104	https://www.featherstoneart.org/visit.html	URL transition	02-collect/source-data/external/html/featherstone-visit.txt | 02-collect/SOURCE-MAP.md		current external Featherstone campus/visit source	current external Featherstone campus/visit source	https://www.featherstoneart.org/visit.html	Campus/place context and independent location reference.	external-destination	Use only as a contextual external place reference from About.	yes	yes
URL-105	squarespace-form:5fcdacc805ddc9599d3f75d2	URL transition	02-collect/source-data/raw/form-schema.json | 02-collect/source-data/site-text/enrollment-application--5c279b88.txt		existing hosted 16-field enrollment form service identifier	existing hosted 16-field enrollment form service identifier		Evidence that the current site has an online enrollment form and its public field schema.	needs-owner	Stage 4 fixes the Enrollment page but Stage 5 must choose the future intake destination and form behavior.	yes	yes
URL-106	squarespace-form:5f38b675e734c879bcaea04c	URL transition	02-collect/source-data/raw/form-schema.json | 02-collect/source-data/site-text/questions--40e47008.txt		existing hosted four-field general contact form service identifier	existing hosted four-field general contact form service identifier		Evidence that the current site has a general contact form and its public field schema.	needs-owner	Stage 4 fixes Contact as a page; Stage 5 must choose routing, destination, fields, and behavior.	yes	yes
URL-107	squarespace-donation-modal:5f38b1b22c6d5078f6d9658b	URL transition	02-collect/source-data/site-text/donate--52452f46.txt | 02-collect/source-data/raw/pages.json | 02-collect/SOURCE-MAP.md		existing embedded Squarespace donation-flow service identifier	existing embedded Squarespace donation-flow service identifier		Evidence that the current page exposes a multi-step embedded donation flow.	needs-owner	Stage 4 fixes the Support page; Stage 5 and launch must choose the transaction destination and terms.	yes	yes
URL-108	https://animoto.com/play/J8c33iP1x1pRgCswMHO9Rw	URL transition	02-collect/source-data/link-status.tsv | 02-collect/SOURCE-MAP.md | 02-collect/assets/ASSET-INVENTORY.tsv		external historical video link from the 2020 report; content not retained or reviewed	external historical video link from the 2020 report; content not retained or reviewed	/news/year-end-report-2020	Internal note that the dated report referenced an external video.	archive-record	Keep the historical report record but exclude unreviewed external media.	yes	yes
PDF-1	https://community.mvbank.com/hubfs/Community/userfiles/Giving-Report-2021.pdf	PDF	mvbank-giving-report-2021.pdf	2021	Martha's Vineyard Bank Charitable Foundation	Dated 2021		Deferred document evidence	deferred	Attachment is historical or rights-limited; a dated HTML record carries the supported public context.	yes	yes
